RANKING,CD_GEOCODM,MUNICÍPIO,ESTADO,IDHM,RENDA,LONGEVIDADE,EDUCACAO
4802,270680,PIAÇABUÇU,AL,0.572,0.538,0.727,0.479
3902,270690,PILAR,AL,0.61,0.578,0.771,0.509
4764,270700,PINDOBA,AL,0.574,0.579,0.703,0.465
4416,270710,PIRANHAS,AL,0.589,0.563,0.786,0.462
5426,270720,POÇO DAS TRINCHEIRAS,AL,0.526,0.484,0.719,0.419
4495,270730,PORTO CALVO,AL,0.586,0.558,0.723,0.498
5306,270740,PORTO DE PEDRAS,AL,0.541,0.542,0.769,0.379
5186,270750,PORTO REAL DO COLÉGIO,AL,0.551,0.513,0.758,0.431
5066,270760,QUEBRANGULO,AL,0.559,0.536,0.775,0.421
3234,270770,RIO LARGO,AL,0.643,0.616,0.788,0.547
5515,270780,ROTEIRO,AL,0.505,0.524,0.672,0.365
4215,270790,SANTA LUZIA DO NORTE,AL,0.597,0.58,0.77,0.477
4372,270800,SANTANA DO IPANEMA,AL,0.591,0.579,0.77,0.463
5461,270810,SANTANA DO MUNDAÚ,AL,0.519,0.513,0.752,0.362
4802,270820,SÃO BRÁS,AL,0.572,0.533,0.732,0.48
4786,270830,SÃO JOSÉ DA LAJE,AL,0.573,0.574,0.755,0.434
5416,270840,SÃO JOSÉ DA TAPERA,AL,0.527,0.508,0.703,0.409
5354,270850,SÃO LUÍS DO QUITUNDE,AL,0.536,0.55,0.701,0.4
3631,270860,SÃO MIGUEL DOS CAMPOS,AL,0.623,0.612,0.77,0.514
4372,270870,SÃO MIGUEL DOS MILAGRES,AL,0.591,0.545,0.752,0.504
5209,270880,SÃO SEBASTIÃO,AL,0.549,0.537,0.714,0.432
2898,270890,SATUBA,AL,0.66,0.619,0.794,0.585
5467,270895,SENADOR RUI PALMEIRA,AL,0.518,0.481,0.728,0.398
5128,270900,TANQUE D'ARCA,AL,0.555,0.531,0.748,0.43
5306,270910,TAQUARANA,AL,0.541,0.529,0.71,0.421
4965,270915,TEOTÔNIO VILELA,AL,0.564,0.549,0.7,0.466
5382,270920,TRAIPU,AL,0.532,0.499,0.765,0.395
4309,270930,UNIÃO DOS PALMARES,AL,0.593,0.59,0.764,0.462
4495,270940,VIÇOSA,AL,0.586,0.554,0.758,0.478
5416,130002,ALVARÃES,AM,0.527,0.499,0.778,0.377
5049,130006,AMATURÁ,AM,0.56,0.499,0.773,0.455
4284,130008,ANAMÃ,AM,0.594,0.537,0.741,0.526
5027,130010,ANORI,AM,0.561,0.54,0.757,0.433
3357,130014,APUÍ,AM,0.637,0.621,0.772,0.54
5563,130020,ATALAIA DO NORTE,AM,0.45,0.481,0.733,0.259
4695,130030,AUTAZES,AM,0.577,0.539,0.799,0.446
5531,130040,BARCELOS,AM,0.5,0.545,0.728,0.315
4764,130050,BARREIRINHA,AM,0.574,0.469,0.774,0.522
4764,130060,BENJAMIN CONSTANT,AM,0.574,0.526,0.763,0.471
5510,130063,BERURI,AM,0.506,0.512,0.731,0.346
4941,130068,BOA VISTA DO RAMOS,AM,0.565,0.496,0.75,0.484
4444,130070,BOCA DO ACRE,AM,0.588,0.576,0.777,0.455
5049,130080,BORBA,AM,0.56,0.532,0.776,0.425
4869,130083,CAAPIRANGA,AM,0.569,0.544,0.775,0.436
5395,130090,CANUTAMA,AM,0.53,0.522,0.752,0.379
5209,130100,CARAUARI,AM,0.549,0.534,0.745,0.416
5098,130110,CAREIRO,AM,0.557,0.515,0.779,0.431
4884,130115,CAREIRO DA VÁRZEA,AM,0.568,0.523,0.779,0.45
4495,130120,COARI,AM,0.586,0.606,0.78,0.425
4984,130130,CODAJÁS,AM,0.563,0.546,0.775,0.421
4984,130140,EIRUNEPÉ,AM,0.563,0.548,0.756,0.431
5502,130150,ENVIRA,AM,0.509,0.521,0.727,0.349
5395,130160,FONTE BOA,AM,0.53,0.518,0.719,0.4
5382,130165,GUAJARÁ,AM,0.532,0.51,0.762,0.387
4029,130170,HUMAITÁ,AM,0.605,0.621,0.791,0.451
5554,130180,IPIXUNA,AM,0.481,0.476,0.772,0.302
3847,130185,IRANDUBA,AM,0.613,0.607,0.799,0.476
3222,130190,ITACOATIARA,AM,0.644,0.618,0.811,0.534
5556,130195,ITAMARATI,AM,0.477,0.529,0.772,0.266
3030,130200,ITAPIRANGA,AM,0.654,0.594,0.792,0.594
5449,130210,JAPURÁ,AM,0.522,0.552,0.748,0.345
5449,130220,JURUÁ,AM,0.522,0.538,0.704,0.376
5477,130230,JUTAÍ,AM,0.516,0.528,0.766,0.34
5390,130240,LÁBREA,AM,0.531,0.538,0.744,0.374
3820,130250,MANACAPURU,AM,0.614,0.604,0.795,0.481
4238,130255,MANAQUIRI,AM,0.596,0.556,0.748,0.51
850,130260,MANAUS,AM,0.737,0.738,0.826,0.658
4590,130270,MANICORÉ,AM,0.582,0.58,0.747,0.456
5535,130280,MARAÃ,AM,0.498,0.466,0.763,0.348
4444,130290,MAUÉS,AM,0.588,0.549,0.8,0.464
4495,130300,NHAMUNDÁ,AM,0.586,0.513,0.779,0.503
5081,130310,NOVA OLINDA DO NORTE,AM,0.558,0.541,0.78,0.412
4841,130320,NOVO AIRÃO,AM,0.57,0.551,0.776,0.434
5146,130330,NOVO ARIPUANÃ,AM,0.554,0.532,0.759,0.421
2946,130340,PARINTINS,AM,0.658,0.589,0.8,0.605
5538,130350,PAUINI,AM,0.496,0.531,0.724,0.317
3172,130353,PRESIDENTE FIGUEIREDO,AM,0.647,0.627,0.802,0.538
3884,130356,RIO PRETO DA EVA,AM,0.611,0.59,0.785,0.493
5555,130360,SANTA ISABEL DO RIO NEGRO,AM,0.479,0.461,0.737,0.323
5541,130370,SANTO ANTÔNIO DO IÇÁ,AM,0.49,0.438,0.759,0.353
3927,130380,SÃO GABRIEL DA CACHOEIRA,AM,0.609,0.61,0.777,0.476
5453,130390,SÃO PAULO DE OLIVENÇA,AM,0.521,0.471,0.78,0.386
4695,130395,SÃO SEBASTIÃO DO UATUMÃ,AM,0.577,0.561,0.739,0.464
3448,130400,SILVES,AM,0.632,0.546,0.791,0.584
3771,130406,TABATINGA,AM,0.616,0.602,0.769,0.505
5524,130410,TAPAUÁ,AM,0.502,0.512,0.694,0.355
3312,130420,TEFÉ,AM,0.639,0.637,0.801,0.511
5225,130423,TONANTINS,AM,0.548,0.508,0.779,0.416
5416,130426,UARINI,AM,0.527,0.535,0.724,0.378
3702,130430,URUCARÁ,AM,0.62,0.551,0.754,0.575
4444,130440,URUCURITUBA,AM,0.588,0.538,0.776,0.487
3254,160010,AMAPÁ,AP,0.642,0.631,0.79,0.532
3234,160020,CALÇOENE,AP,0.643,0.636,0.759,0.55
3519,160021,CUTIAS,AP,0.628,0.576,0.76,0.566
2986,160023,FERREIRA GOMES,AP,0.656,0.635,0.82,0.542
4718,160025,ITAUBAL,AP,0.576,0.528,0.758,0.477
2776,160027,LARANJAL DO JARI,AP,0.665,0.641,0.801,0.573
940,160030,MACAPÁ,AP,0.733,0.723,0.82,0.663
4331,160040,MAZAGÃO,AP,0.592,0.609,0.758,0.449
2946,160050,OIAPOQUE,AP,0.658,0.693,0.779,0.527
3561,160015,PEDRA BRANCA DO AMAPARI,AP,0.626,0.628,0.779,0.502
3291,160053,PORTO GRANDE,AP,0.64,0.61,0.777,0.554
3820,160055,PRACUÚBA,AP,0.614,0.539,0.79,0.544
2134,160060,SANTANA,AP,0.692,0.654,0.794,0.638
1638,160005,SERRA DO NAVIO,AP,0.709,0.659,0.783,0.692
4331,160070,TARTARUGALZINHO,AP,0.592,0.553,0.794,0.473
3721,160080,VITÓRIA DO JARI,AP,0.619,0.587,0.781,0.517
4081,290010,ABAÍRA,BA,0.603,0.577,0.746,0.51
4742,290020,ABARÉ,BA,0.575,0.533,0.776,0.46
4590,290030,ACAJUTIBA,BA,0.582,0.56,0.723,0.487
5253,290035,ADUSTINA,BA,0.546,0.526,0.718,0.432
5194,290040,ÁGUA FRIA,BA,0.55,0.529,0.747,0.422
4562,290060,AIQUARA,BA,0.583,0.573,0.733,0.471
2359,290070,ALAGOINHAS,BA,0.683,0.681,0.79,0.592
3957,290080,ALCOBAÇA,BA,0.608,0.611,0.771,0.476
4984,290090,ALMADINA,BA,0.563,0.563,0.751,0.421
3587,290100,AMARGOSA,BA,0.625,0.616,0.807,0.492
2759,290110,AMÉLIA RODRIGUES,BA,0.666,0.609,0.81,0.6
5027,290115,AMÉRICA DOURADA,BA,0.561,0.506,0.751,0.464
5325,290120,ANAGÉ,BA,0.54,0.549,0.771,0.371
5128,290130,ANDARAÍ,BA,0.555,0.54,0.764,0.415
4444,290135,ANDORINHA,BA,0.588,0.586,0.731,0.474
3587,290140,ANGICAL,BA,0.625,0.564,0.778,0.556
4416,290150,ANGUERA,BA,0.589,0.565,0.766,0.471
4331,290160,ANTAS,BA,0.592,0.573,0.739,0.491
5027,290170,ANTÔNIO CARDOSO,BA,0.561,0.544,0.768,0.422
4198,290180,ANTÔNIO GONÇALVES,BA,0.598,0.58,0.741,0.498
5225,290190,APORÁ,BA,0.548,0.516,0.751,0.425
5169,290195,APUAREMA,BA,0.552,0.555,0.735,0.413
4841,290205,ARAÇAS,BA,0.57,0.54,0.744,0.462
4614,290200,ARACATU,BA,0.581,0.591,0.754,0.439
5366,290210,ARACI,BA,0.534,0.534,0.747,0.381
4444,290220,ARAMARI,BA,0.588,0.568,0.761,0.47
5066,290225,ARATACA,BA,0.559,0.557,0.758,0.413
4742,290230,ARATUÍPE,BA,0.575,0.57,0.753,0.443
4884,290240,AURELINO LEAL,BA,0.568,0.555,0.759,0.434
4416,290250,BAIANÓPOLIS,BA,0.589,0.543,0.763,0.492
4515,290260,BAIXA GRANDE,BA,0.585,0.549,0.775,0.471
4654,290265,BANZAÊ,BA,0.579,0.539,0.769,0.468
5098,290270,BARRA,BA,0.557,0.503,0.75,0.457
4742,290280,BARRA DA ESTIVA,BA,0.575,0.566,0.717,0.469
5186,290290,BARRA DO CHOÇA,BA,0.551,0.563,0.77,0.386
3487,290300,BARRA DO MENDES,BA,0.63,0.578,0.784,0.553
4695,290310,BARRA DO ROCHA,BA,0.577,0.585,0.705,0.465
1266,290320,BARREIRAS,BA,0.721,0.695,0.807,0.668
3984,290323,BARRO ALTO,BA,0.607,0.551,0.739,0.55
4101,290330,BARRO PRETO,BA,0.602,0.576,0.744,0.508
3902,290327,BARROCAS,BA,0.61,0.574,0.786,0.503
4198,290340,BELMONTE,BA,0.598,0.577,0.771,0.48
4742,290350,BELO CAMPO,BA,0.575,0.562,0.76,0.444
5339,290360,BIRITINGA,BA,0.538,0.525,0.738,0.402
4903,290370,BOA NOVA,BA,0.567,0.535,0.753,0.453
5186,290380,BOA VISTA DO TUPIM,BA,0.551,0.514,0.729,0.447
3433,290390,BOM JESUS DA LAPA,BA,0.633,0.615,0.775,0.533
5253,290395,BOM JESUS DA SERRA,BA,0.546,0.535,0.749,0.407
3866,290400,BONINAL,BA,0.612,0.564,0.789,0.514
5027,290405,BONITO,BA,0.561,0.552,0.685,0.467
4081,290410,BOQUIRA,BA,0.603,0.564,0.782,0.497
4742,290420,BOTUPORÃ,BA,0.575,0.543,0.754,0.464
4215,290430,BREJÕES,BA,0.597,0.56,0.775,0.49
4331,290440,BREJOLÂNDIA,BA,0.592,0.533,0.746,0.523
4841,290450,BROTAS DE MACAÚBAS,BA,0.57,0.552,0.754,0.445
2986,290460,BRUMADO,BA,0.656,0.63,0.807,0.554
3847,290470,BUERAREMA,BA,0.613,0.604,0.772,0.495
4941,290475,BURITIRAMA,BA,0.565,0.504,0.761,0.471
5027,290480,CAATIBA,BA,0.561,0.579,0.752,0.406
4614,290485,CABACEIRAS DO PARAGUAÇU,BA,0.581,0.525,0.763,0.49
3172,290490,CACHOEIRA,BA,0.647,0.615,0.762,0.577
3357,290500,CACULÉ,BA,0.637,0.621,0.769,0.541
5253,290510,CAÉM,BA,0.546,0.535,0.701,0.434
5293,290515,CAETANOS,BA,0.542,0.536,0.725,0.409
3587,290520,CAETITÉ,BA,0.625,0.631,0.801,0.484
4540,290530,CAFARNAUM,BA,0.584,0.554,0.734,0.49
3534,290540,CAIRU,BA,0.627,0.6,0.807,0.51
4786,290550,CALDEIRÃO GRANDE,BA,0.573,0.526,0.758,0.473
4614,290560,CAMACAN,BA,0.581,0.608,0.768,0.419
2078,290570,CAMAÇARI,BA,0.694,0.681,0.798,0.616
4941,290580,CAMAMU,BA,0.565,0.562,0.71,0.452
5098,290590,CAMPO ALEGRE DE LOURDES,BA,0.557,0.516,0.778,0.43
4495,290600,CAMPO FORMOSO,BA,0.586,0.566,0.749,0.475
4941,290610,CANÁPOLIS,BA,0.565,0.531,0.732,0.463
4467,290620,CANARANA,BA,0.587,0.555,0.734,0.496
4395,290630,CANAVIEIRAS,BA,0.59,0.596,0.796,0.434
4467,290640,CANDEAL,BA,0.587,0.554,0.787,0.465
2161,290650,CANDEIAS,BA,0.691,0.652,0.823,0.616
4372,290660,CANDIBA,BA,0.591,0.578,0.743,0.481
4123,290670,CÂNDIDO SALES,BA,0.601,0.565,0.798,0.482
5098,290680,CANSANÇÃO,BA,0.557,0.53,0.745,0.438
5002,290682,CANUDOS,BA,0.562,0.554,0.707,0.453
4167,290685,CAPELA DO ALTO ALEGRE,BA,0.599,0.582,0.77,0.48
3680,290687,CAPIM GROSSO,BA,0.621,0.62,0.752,0.514
5128,290689,CARAÍBAS,BA,0.555,0.57,0.739,0.405
3771,290690,CARAVELAS,BA,0.616,0.626,0.791,0.473
5169,290700,CARDEAL DA SILVA,BA,0.552,0.523,0.735,0.437
4718,290710,CARINHANHA,BA,0.576,0.525,0.763,0.477
4841,290720,CASA NOVA,BA,0.57,0.577,0.736,0.435
3847,290730,CASTRO ALVES,BA,0.613,0.591,0.774,0.504
4590,290740,CATOLÂNDIA,BA,0.582,0.554,0.786,0.452
2503,290750,CATU,BA,0.677,0.66,0.814,0.578
4827,290755,CATURAMA,BA,0.571,0.543,0.77,0.446
4238,290760,CENTRAL,BA,0.596,0.54,0.728,0.538
4144,290770,CHORROCHÓ,BA,0.6,0.552,0.779,0.503
4515,290780,CÍCERO DANTAS,BA,0.585,0.59,0.712,0.477
4123,290790,CIPÓ,BA,0.601,0.589,0.744,0.496
3847,290800,COARACI,BA,0.613,0.615,0.762,0.491
4238,290810,COCOS,BA,0.596,0.558,0.805,0.471
3407,290820,CONCEIÇÃO DA FEIRA,BA,0.634,0.606,0.766,0.548
3999,290830,CONCEIÇÃO DO ALMEIDA,BA,0.606,0.578,0.805,0.479
3884,290840,CONCEIÇÃO DO COITÉ,BA,0.611,0.587,0.752,0.517
2828,290850,CONCEIÇÃO DO JACUÍPE,BA,0.663,0.63,0.799,0.579
5049,290860,CONDE,BA,0.56,0.551,0.705,0.451
4590,290870,CONDEÚBA,BA,0.582,0.559,0.789,0.447
4695,290880,CONTENDAS DO SINCORÁ,BA,0.577,0.579,0.695,0.477
4331,290890,CORAÇÃO DE MARIA,BA,0.592,0.558,0.762,0.489
4654,290900,CORDEIROS,BA,0.579,0.561,0.763,0.454
4144,290910,CORIBE,BA,0.6,0.545,0.807,0.491
5361,290920,CORONEL JOÃO SÁ,BA,0.535,0.545,0.716,0.392
4081,290930,CORRENTINA,BA,0.603,0.575,0.792,0.481
4395,290940,COTEGIPE,BA,0.59,0.545,0.746,0.504
4167,290950,CRAVOLÂNDIA,BA,0.599,0.559,0.765,0.503
5288,290960,CRISÓPOLIS,BA,0.543,0.542,0.765,0.387
3820,290970,CRISTÓPOLIS,BA,0.614,0.546,0.766,0.553
1934,290980,CRUZ DAS ALMAS,BA,0.699,0.659,0.796,0.65
4614,290990,CURAÇÁ,BA,0.581,0.544,0.778,0.463
5325,291000,DÁRIO MEIRA,BA,0.54,0.522,0.771,0.392
2524,291005,DIAS D'ÁVILA,BA,0.676,0.651,0.811,0.584
4372,291010,DOM BASÍLIO,BA,0.591,0.547,0.783,0.482
3448,291020,DOM MACEDO COSTA,BA,0.632,0.598,0.795,0.531
3631,291030,ELÍSIO MEDRADO,BA,0.623,0.59,0.777,0.527
5277,291040,ENCRUZILHADA,BA,0.544,0.533,0.754,0.4
3796,291050,ENTRE RIOS,BA,0.615,0.602,0.785,0.492
4540,290050,ÉRICO CARDOSO,BA,0.584,0.558,0.758,0.471
4416,291060,ESPLANADA,BA,0.589,0.589,0.74,0.469
4903,291070,EUCLIDES DA CUNHA,BA,0.567,0.565,0.749,0.43
2503,291072,EUNÁPOLIS,BA,0.677,0.687,0.791,0.572
5066,291075,FÁTIMA,BA,0.559,0.554,0.686,0.459
4444,291077,FEIRA DA MATA,BA,0.588,0.527,0.763,0.505
1546,291080,FEIRA DE SANTANA,BA,0.712,0.71,0.82,0.619
4941,291085,FILADÉLFIA,BA,0.565,0.553,0.726,0.45
4670,291090,FIRMINO ALVES,BA,0.578,0.596,0.699,0.464
5098,291100,FLORESTA AZUL,BA,0.557,0.548,0.731,0.431
3735,291110,FORMOSA DO RIO PRETO,BA,0.618,0.576,0.763,0.536
3448,291120,GANDU,BA,0.632,0.645,0.771,0.508
4167,291125,GAVIÃO,BA,0.599,0.566,0.747,0.508
5066,291130,GENTIO DO OURO,BA,0.559,0.523,0.743,0.45
4309,291140,GLÓRIA,BA,0.593,0.563,0.775,0.479
4718,291150,GONGOGI,BA,0.576,0.543,0.773,0.456
3234,291160,GOVERNADOR MANGABEIRA,BA,0.643,0.594,0.754,0.594
4869,291165,GUAJERU,BA,0.569,0.548,0.77,0.437
2598,291170,GUANAMBI,BA,0.673,0.663,0.789,0.584
5081,291180,GUARATINGA,BA,0.558,0.559,0.766,0.406
4984,291185,HELIÓPOLIS,BA,0.563,0.547,0.748,0.437
4764,291190,IAÇU,BA,0.574,0.588,0.697,0.461
3884,291200,IBIASSUCÊ,BA,0.611,0.608,0.789,0.476
3587,291210,IBICARAÍ,BA,0.625,0.609,0.764,0.524
4372,291220,IBICOARA,BA,0.591,0.583,0.731,0.484
4540,291230,IBICUÍ,BA,0.584,0.586,0.78,0.435
3771,291240,IBIPEBA,BA,0.616,0.577,0.744,0.545
4540,291250,IBIPITANGA,BA,0.584,0.553,0.757,0.475
5499,291260,IBIQUERA,BA,0.511,0.517,0.771,0.335
5081,291270,IBIRAPITANGA,BA,0.558,0.561,0.748,0.415
3820,291280,IBIRAPUÃ,BA,0.614,0.641,0.774,0.467
4718,291290,IBIRATAIA,BA,0.576,0.571,0.789,0.424
4515,291300,IBITIARA,BA,0.585,0.55,0.744,0.49
4101,291310,IBITITÁ,BA,0.602,0.554,0.747,0.527
3378,291320,IBOTIRAMA,BA,0.636,0.601,0.78,0.548
3469,291330,ICHU,BA,0.631,0.58,0.771,0.562
3820,291340,IGAPORÃ,BA,0.614,0.586,0.766,0.516
4764,291345,IGRAPIÚNA,BA,0.574,0.565,0.789,0.424
5169,291350,IGUAÍ,BA,0.552,0.559,0.786,0.382
2182,291360,ILHÉUS,BA,0.69,0.688,0.808,0.59
4941,291370,INHAMBUPE,BA,0.565,0.556,0.757,0.429
5194,291380,IPECAETÁ,BA,0.55,0.506,0.776,0.424
2663,291390,IPIAÚ,BA,0.67,0.687,0.796,0.551
5209,291400,IPIRÁ,BA,0.549,0.568,0.748,0.39
4395,291410,IPUPIARA,BA,0.59,0.558,0.736,0.499
4718,291420,IRAJUBA,BA,0.576,0.544,0.776,0.453
4827,291430,IRAMAIA,BA,0.571,0.543,0.74,0.463
4167,291440,IRAQUARA,BA,0.599,0.548,0.749,0.523
3702,291450,IRARÁ,BA,0.62,0.587,0.809,0.501
2161,291460,IRECÊ,BA,0.691,0.661,0.776,0.643
4167,291465,ITABELA,BA,0.599,0.614,0.751,0.465
3702,291470,ITABERABA,BA,0.62,0.638,0.769,0.485
1546,291480,ITABUNA,BA,0.712,0.695,0.807,0.643
4562,291490,ITACARÉ,BA,0.583,0.594,0.807,0.413
4802,291500,ITAETÉ,BA,0.572,0.536,0.719,0.485
5288,291510,ITAGI,BA,0.543,0.543,0.694,0.426
4416,291520,ITAGIBÁ,BA,0.589,0.566,0.77,0.469
3407,291530,ITAGIMIRIM,BA,0.634,0.602,0.821,0.516
5002,291535,ITAGUAÇU DA BAHIA,BA,0.562,0.55,0.74,0.435
4331,291540,ITAJU DO COLÔNIA,BA,0.592,0.57,0.724,0.502
4167,291550,ITAJUÍPE,BA,0.599,0.609,0.759,0.466
3534,291560,ITAMARAJU,BA,0.627,0.641,0.767,0.502
4670,291570,ITAMARI,BA,0.578,0.595,0.713,0.454
4670,291580,ITAMBÉ,BA,0.578,0.589,0.75,0.436
4540,291590,ITANAGRA,BA,0.584,0.577,0.796,0.433
3357,291600,ITANHÉM,BA,0.637,0.624,0.79,0.525
2663,291610,ITAPARICA,BA,0.67,0.657,0.826,0.553
4167,291620,ITAPÉ,BA,0.599,0.574,0.761,0.491
4802,291630,ITAPEBI,BA,0.572,0.568,0.718,0.458
2738,291640,ITAPETINGA,BA,0.667,0.667,0.79,0.562
5548,291650,ITAPICURU,BA,0.486,0.505,0.711,0.319
4827,291660,ITAPITANGA,BA,0.571,0.536,0.764,0.454
5157,291670,ITAQUARA,BA,0.553,0.539,0.763,0.411
3902,291680,ITARANTIM,BA,0.61,0.608,0.766,0.487
4590,291685,ITATIM,BA,0.582,0.55,0.782,0.459
4144,291690,ITIRUÇU,BA,0.6,0.588,0.762,0.482
5277,291700,ITIÚBA,BA,0.544,0.521,0.775,0.398
4284,291710,ITORORÓ,BA,0.594,0.598,0.739,0.474
4841,291720,ITUAÇU,BA,0.57,0.565,0.77,0.425
3999,291730,ITUBERÁ,BA,0.606,0.601,0.769,0.482
4372,291733,IUIÚ,BA,0.591,0.553,0.74,0.504
3847,291735,JABORANDI,BA,0.613,0.572,0.791,0.508
4309,291740,JACARACI,BA,0.593,0.573,0.741,0.49
3136,291750,JACOBINA,BA,0.649,0.636,0.772,0.558
4638,291760,JAGUAQUARA,BA,0.58,0.586,0.747,0.446
2924,291770,JAGUARARI,BA,0.659,0.644,0.806,0.551
5116,291780,JAGUARIPE,BA,0.556,0.552,0.763,0.407
5194,291790,JANDAÍRA,BA,0.55,0.511,0.749,0.435
2776,291800,JEQUIÉ,BA,0.665,0.656,0.79,0.568
5244,291810,JEREMOABO,BA,0.547,0.561,0.689,0.424
5157,291820,JIQUIRIÇÁ,BA,0.553,0.558,0.763,0.397
4742,291830,JITAÚNA,BA,0.575,0.563,0.704,0.479
4309,291835,JOÃO DOURADO,BA,0.593,0.573,0.709,0.513
2503,291840,JUAZEIRO,BA,0.677,0.657,0.796,0.594
5306,291845,JUCURUÇU,BA,0.541,0.508,0.751,0.415
4827,291850,JUSSARA,BA,0.571,0.544,0.72,0.476
4903,291855,JUSSARI,BA,0.567,0.577,0.699,0.451
4101,291860,JUSSIAPE,BA,0.602,0.6,0.736,0.493
4167,291870,LAFAIETE COUTINHO,BA,0.599,0.576,0.771,0.483
5268,291875,LAGOA REAL,BA,0.545,0.535,0.764,0.395
4495,291880,LAJE,BA,0.586,0.548,0.764,0.48
3448,291890,LAJEDÃO,BA,0.632,0.652,0.778,0.497
5253,291900,LAJEDINHO,BA,0.546,0.522,0.753,0.413
4540,291905,LAJEDO DO TABOCAL,BA,0.584,0.545,0.764,0.479
5467,291910,LAMARÃO,BA,0.518,0.501,0.747,0.372
4238,291915,LAPÃO,BA,0.596,0.55,0.755,0.51
467,291920,LAURO DE FREITAS,BA,0.754,0.781,0.827,0.663
3631,291930,LENÇÓIS,BA,0.623,0.613,0.775,0.51
3680,291940,LICÍNIO DE ALMEIDA,BA,0.621,0.582,0.775,0.531
3884,291950,LIVRAMENTO DE NOSSA SENHORA,BA,0.611,0.587,0.793,0.491
1427,291955,LUÍS EDUARDO MAGALHÃES,BA,0.716,0.754,0.826,0.59
5439,291960,MACAJUBA,BA,0.524,0.515,0.78,0.358
4029,291970,MACARANI,BA,0.605,0.607,0.782,0.466
3927,291980,MACAÚBAS,BA,0.609,0.557,0.791,0.513
4055,291990,MACURURÉ,BA,0.604,0.547,0.748,0.539
1665,291992,MADRE DE DEUS,BA,0.708,0.67,0.794,0.667
5339,291995,MAETINGA,BA,0.538,0.565,0.751,0.368
4718,292000,MAIQUINIQUE,BA,0.576,0.586,0.69,0.472
4802,292010,MAIRI,BA,0.572,0.575,0.744,0.438
5002,292020,MALHADA,BA,0.562,0.532,0.734,0.454
4670,292030,MALHADA DE PEDRAS,BA,0.578,0.549,0.747,0.471
4921,292040,MANOEL VITORINO,BA,0.566,0.538,0.741,0.456
4167,292045,MANSIDÃO,BA,0.599,0.503,0.752,0.568
3984,292050,MARACÁS,BA,0.607,0.577,0.747,0.519
3680,292060,MARAGOGIPE,BA,0.621,0.582,0.793,0.518
4309,292070,MARAÚ,BA,0.593,0.643,0.801,0.404
5027,292080,MARCIONÍLIO SOUZA,BA,0.561,0.518,0.737,0.463
4614,292090,MASCOTE,BA,0.581,0.567,0.744,0.464
2716,292100,MATA DE SÃO JOÃO,BA,0.668,0.648,0.818,0.562
4802,292105,MATINA,BA,0.572,0.538,0.74,0.469
3587,292110,MEDEIROS NETO,BA,0.625,0.626,0.777,0.501
4495,292120,MIGUEL CALMON,BA,0.586,0.571,0.745,0.472
3653,292130,MILAGRES,BA,0.622,0.59,0.789,0.518
5293,292140,MIRANGABA,BA,0.542,0.512,0.685,0.454
5416,292145,MIRANTE,BA,0.527,0.524,0.722,0.386
5510,292150,MONTE SANTO,BA,0.506,0.515,0.699,0.359
5081,292160,MORPARÁ,BA,0.558,0.536,0.732,0.444
4444,292170,MORRO DO CHAPÉU,BA,0.588,0.554,0.766,0.478
3735,292180,MORTUGABA,BA,0.618,0.598,0.771,0.513
3999,292190,MUCUGÊ,BA,0.606,0.589,0.787,0.48
2776,292200,MUCURI,BA,0.665,0.679,0.801,0.541
4921,292205,MULUNGU DO MORRO,BA,0.566,0.517,0.753,0.466
4395,292210,MUNDO NOVO,BA,0.59,0.606,0.791,0.429
3756,292220,MUNIZ FERREIRA,BA,0.617,0.581,0.761,0.531
5209,292225,MUQUÉM DE SÃO FRANCISCO,BA,0.549,0.488,0.761,0.445
2898,292230,MURITIBA,BA,0.66,0.629,0.796,0.573
4123,292240,MUTUÍPE,BA,0.601,0.618,0.751,0.467
3275,292250,NAZARÉ,BA,0.641,0.637,0.777,0.532
5244,292260,NILO PEÇANHA,BA,0.547,0.531,0.762,0.404
5049,292265,NORDESTINA,BA,0.56,0.507,0.743,0.467
5268,292270,NOVA CANAÃ,BA,0.545,0.554,0.789,0.37
4215,292273,NOVA FÁTIMA,BA,0.597,0.575,0.738,0.501
4841,292275,NOVA IBIÁ,BA,0.57,0.62,0.714,0.419
5439,292280,NOVA ITARANA,BA,0.524,0.508,0.729,0.389
4903,292285,NOVA REDENÇÃO,BA,0.567,0.534,0.723,0.471
5128,292290,NOVA SOURE,BA,0.555,0.548,0.712,0.439
3030,292300,NOVA VIÇOSA,BA,0.654,0.657,0.78,0.546
4215,292303,NOVO HORIZONTE,BA,0.597,0.558,0.757,0.503
5146,292305,NOVO TRIUNFO,BA,0.554,0.513,0.769,0.43
5066,292310,OLINDINA,BA,0.559,0.534,0.81,0.403
5146,292320,OLIVEIRA DOS BREJINHOS,BA,0.554,0.533,0.747,0.427
3984,292330,OURIÇANGAS,BA,0.607,0.572,0.779,0.503
5049,292335,OUROLÂNDIA,BA,0.56,0.547,0.701,0.459
4495,292340,PALMAS DE MONTE ALTO,BA,0.586,0.561,0.777,0.462
3234,292350,PALMEIRAS,BA,0.643,0.608,0.782,0.56
3796,292360,PARAMIRIM,BA,0.615,0.604,0.776,0.496
4395,292370,PARATINGA,BA,0.59,0.519,0.774,0.51
4695,292380,PARIPIRANGA,BA,0.577,0.567,0.717,0.472
